score_momento,cnpj_basico,cnpj,razao_social,na_base_mestre,STATUS_RELACIONAMENTO_REAL,Porte,CNAE PRIMARIO,tipo_sinal,descricao,papel,qualificacao,qualificacao_desc,municipio,bairro,area_total,unidade_medida,data_evento,data_publicacao,idade_dias,peso,validade_dias,cno,fonte
0.9,12200275,12200275000158,(sem nome no CNO) CNPJ 12200275000158,False,,,,obra_nova,"PHS ENGENHARIA LTDA — Marechal Deodoro, 195 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MARECHAL DEODORO,Centro,194.9,m2,2026-07-03,2026-07-06,84,3.0,120,900294481473,CNO / Receita Federal
0.9,37075344,37075344000170,PHS ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"PHS ENGENHARIA LTDA — Marechal Deodoro, 195 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARECHAL DEODORO,Centro,194.9,m2,2026-07-03,2026-07-06,84,3.0,120,900294481473,CNO / Receita Federal
0.9,11446462,11446462000153,R J DOS SANTOS LTDA,True,Sem relacionamento,MICRO EMPRESA,"Obras de urbanizacao - ruas, pracas e calcadas",obra_nova,"R J DOS SANTOS LTDA — Joaquim Gomes, 758 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,JOAQUIM GOMES,CENTRO,757.5,m2,2026-07-03,2026-09-17,84,3.0,120,900305758076,CNO / Receita Federal
0.88,62565284,62565284000110,HF QUINTA DAS MANGUEIRAS SPE LTDA,False,,,,obra_nova,"QUINTA DAS MANGUEIRAS — Maragogi, 17.725 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MARAGOGI,PONTA DE MANGUE,17725.01,m2,2026-06-18,2026-07-14,99,5.0,120,900295652977,CNO / Receita Federal
0.87,05950899,05950899000127,SKALA CONSTRUTORA LTDA,False,,,,obra_nova,"SKALA CONSTRUTORA LTDA — Branquinha, 800 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,BRANQUINHA,sede,800.0,m2,2026-07-02,2026-07-15,85,3.0,120,900295999677,CNO / Receita Federal
0.87,12224895,12224895000127,(sem nome no CNO) CNPJ 12224895000127,False,,,,obra_nova,"CVM - DELMIRO GOUVEIA-AL( CT-05/2026- BOM SOSSEGO) — Delmiro Gouveia, 548 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,DELMIRO GOUVEIA,BOM SOSSEGO,547.72,Outra,2026-07-02,2026-07-21,85,3.0,120,900296646876,CNO / Receita Federal
0.87,12201034,12201034000123,(sem nome no CNO) CNPJ 12201034000123,False,,,,obra_nova,"SKALA CONSTRUTORA LTDA — Branquinha, 800 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,BRANQUINHA,sede,800.0,m2,2026-07-02,2026-07-15,85,3.0,120,900295999677,CNO / Receita Federal
0.87,08534529,08534529000105,CVM CONSTRUTORA LTDA,False,,,,obra_nova,"CVM - DELMIRO GOUVEIA-AL( CT-05/2026- BOM SOSSEGO) — Delmiro Gouveia, 548 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,DELMIRO GOUVEIA,BOM SOSSEGO,547.72,Outra,2026-07-02,2026-07-21,85,3.0,120,900296646876,CNO / Receita Federal
0.85,02554665,02554665000172,CONTEL OBRAS E SERVICOS LTDA,False,,,,obra_nova,"NEXUS TELECOM BRASIL - MACEIÓ/AL — Maceió, 120 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,CIDADE UNIVERSITARIA,120.0,m2,2026-07-01,2026-07-24,86,3.0,120,900297415070,CNO / Receita Federal
0.85,09066964,09066964000107,ALIANCA CONSTRUCOES LTDA,True,SESI + SENAI,PEQUENO PORTE,Construcao de edificios,obra_nova,"IMPLANTAÇÃO DE PASSAGEM MOLHADA EM BELO MONTE ALAGOAS. — Belo Monte, 702 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,BELO MONTE,CENTRO,702.0,m2,2026-07-01,2026-07-09,86,3.0,120,900295040772,CNO / Receita Federal
0.85,10340747,10340747000142,GUERRERO CONSTRUTORA E EMPREENDIMENTOS LTDA,False,,,,obra_nova,"GUERRERO CONSTRUTORA E EMPREENDIMENTOS LTDA — Arapiraca, 69 kva (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ARAPIRACA,CANAFISTULA,69.0,kva,2026-07-01,2026-07-16,86,3.0,120,900296131178,CNO / Receita Federal
0.85,51916206,51916206000105,AML ADMINISTRACAO PATRIMONIAL LTDA,False,,,,obra_nova,"AML ADMINISTRACAO PATRIMONIAL LTDA — Maceió, 581 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,FEITOSA,581.24,m2,2026-07-01,2026-07-07,86,3.0,120,900294744978,CNO / Receita Federal
0.85,12272084,12272084000100,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,True,Somente SENAI,DEMAIS,Distribuicao de energia eletrica,obra_nova,"GUERRERO CONSTRUTORA E EMPREENDIMENTOS LTDA — Arapiraca, 69 kva (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ARAPIRACA,CANAFISTULA,69.0,kva,2026-07-01,2026-07-16,86,3.0,120,900296131178,CNO / Receita Federal
0.85,18843320,18843320000179,QUINTINO E FIGUEIRA CONSULTORIA E SERVICOS DE ENGENHARIA LTDA,True,Sem relacionamento,MICRO EMPRESA,Servicos de engenharia,obra_nova,"QUINTINO E FIGUEIRA CONSULTORIA E SERVICOS DE ENGENHARIA LTDA — Satuba, 140 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SATUBA,BOA VISTA,139.78,m2,2026-07-01,2026-07-21,86,3.0,120,900296711779,CNO / Receita Federal
0.85,61585865,61585865000151,(sem nome no CNO) CNPJ 61585865000151,False,,,,obra_nova,"TIAGO CORTEZ DANTAS LTDA — Maceió, 327 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,BARRO DURO,327.37,m2,2026-07-01,2026-07-31,86,3.0,120,900298486775,CNO / Receita Federal
0.85,60705169,60705169000179,(sem nome no CNO) CNPJ 60705169000179,False,,,,obra_nova,"NEXUS TELECOM BRASIL - MACEIÓ/AL — Maceió, 120 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,CIDADE UNIVERSITARIA,120.0,m2,2026-07-01,2026-07-24,86,3.0,120,900297415070,CNO / Receita Federal
0.85,61585865,61585865000151,(sem nome no CNO) CNPJ 61585865000151,False,,,,obra_nova,"TIAGO CORTEZ DANTAS LTDA — Maceió, 287 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,CRUZ DAS ALMAS,286.81,m2,2026-07-01,2026-07-31,86,3.0,120,900298491775,CNO / Receita Federal
0.85,16101043,16101043000101,TIAGO CORTEZ DANTAS LTDA,False,,,,obra_nova,"TIAGO CORTEZ DANTAS LTDA — Maceió, 327 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,BARRO DURO,327.37,m2,2026-07-01,2026-07-31,86,3.0,120,900298486775,CNO / Receita Federal
0.85,16101043,16101043000101,TIAGO CORTEZ DANTAS LTDA,False,,,,obra_nova,"TIAGO CORTEZ DANTAS LTDA — Maceió, 287 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,CRUZ DAS ALMAS,286.81,m2,2026-07-01,2026-07-31,86,3.0,120,900298491775,CNO / Receita Federal
0.85,16970437,16970437000198,RNS CONSTRUCOES LTDA,True,Sem relacionamento,DEMAIS,Obras de alvenaria,obra_nova,"COQUEIRO SECO II — Coqueiro Seco, 0 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,COQUEIRO SECO,CENTRO,0.01,m2,2026-07-01,2026-07-29,86,3.0,120,900297904771,CNO / Receita Federal
0.85,37383978,37383978000190,T R A ENGENHARIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Servicos de engenharia,obra_nova,"T R A ENGENHARIA LTDA — Arapiraca, 958 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,ARAPIRACA,ZELIA BARBOSA ROCHA,957.72,m2,2026-07-01,2026-08-18,86,3.0,120,900300879878,CNO / Receita Federal
0.85,08447286,08447286000160,CONSTRUTORA MODELO LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA MODELO LTDA (UNIDADE J05) CONDOMINIO RESIDENCIAL ATLANTIS — Maceió, 0 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,GARCA TORTA,0.01,m2,2026-07-01,2026-07-15,86,3.0,120,900295951271,CNO / Receita Federal
0.85,22217896,22217896000106,(sem nome no CNO) CNPJ 22217896000106,False,,,,obra_nova,"IMPLANTAÇÃO DE PASSAGEM MOLHADA EM BELO MONTE ALAGOAS. — Belo Monte, 702 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,BELO MONTE,CENTRO,702.0,m2,2026-07-01,2026-07-09,86,3.0,120,900295040772,CNO / Receita Federal
0.85,62525146,62525146000108,SF CONSTRUCOES E INCORPORACOES IMOBILIARIAS LTDA.,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"RESIDENCIAL VISTA LAGUNA — Marechal Deodoro, 273 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,MARECHAL DEODORO,ILHA DE SANTA RITA,273.04,m2,2026-07-01,2026-07-13,86,3.0,120,900295539476,CNO / Receita Federal
0.85,16628118,16628118000107,AM3 ENGENHARIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"AM3 ENGENHARIA LTDA — Marechal Deodoro, 395 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,MARECHAL DEODORO,Ilha de Santa Rita,395.0,m2,2026-07-01,2026-07-29,86,3.0,120,900297957276,CNO / Receita Federal
0.85,29687024,29687024000142,DIVINA LUZ ENGENHARIA LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"DIVINA LUZ ENGENHARIA LTDA — São Sebastião, 58 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO SEBASTIÃO,SÃO JOSE,58.1,m2,2026-07-01,2026-07-17,86,3.0,120,900296216675,CNO / Receita Federal
0.83,07925477,07925477000127,(sem nome no CNO) CNPJ 07925477000127,False,,,,obra_nova,"DBN - DEBONI SIST CONST LTDA - FEPESA — Maceió, 4.839 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,TRAPICHE DA BARRA,4839.12,m2,2026-06-22,2026-08-07,95,4.0,120,900299423772,CNO / Receita Federal
0.83,12200168,12200168000120,(sem nome no CNO) CNPJ 12200168000120,False,,,,obra_nova,"Obra de Macrodrenagem, no Município de Rio Largo/AL — Rio Largo, 1.493 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,RIO LARGO,CENTRO,1493.39,m2,2026-06-22,2026-07-01,95,4.0,120,900293686170,CNO / Receita Federal
0.83,41391511,41391511000169,CAVALCANTI FARIAS LTDA,True,Somente SESI,DEMAIS,Construcao de edificios,obra_nova,"Obra de Macrodrenagem, no Município de Rio Largo/AL — Rio Largo, 1.493 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,RIO LARGO,CENTRO,1493.39,m2,2026-06-22,2026-07-01,95,4.0,120,900293686170,CNO / Receita Federal
0.83,05786268,05786268000114,CRITERIO ENGENHARIA - EM RECUPERACAO JUDICIAL LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CRITERIO ENGENHARIA - EM RECUPERACAO JUDICIAL LTDA — Maceió, 2.408 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,ANTARES,2408.35,m2,2026-06-22,2026-07-24,95,4.0,120,900297375174,CNO / Receita Federal
0.83,04439268,04439268000509,LATICINIOS SANTA MARIA LTDA,True,Sem relacionamento,DEMAIS,Fabricacao de laticinios,obra_nova,"LATICINIOS SANTA MARIA LTDA — Batalha, 5.148 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,BATALHA,ZONA RURAL,5147.83,m2,2026-06-17,2026-06-18,100,5.0,120,900291377078,CNO / Receita Federal
0.83,35335154,35335154000119,DBN - DEBONI SISTEMAS CONSTRUTIVOS LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"DBN - DEBONI SIST CONST LTDA - FEPESA — Maceió, 4.839 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,TRAPICHE DA BARRA,4839.12,m2,2026-06-22,2026-08-07,95,4.0,120,900299423772,CNO / Receita Federal
0.82,12248522,12248522000196,(sem nome no CNO) CNPJ 12248522000196,False,,,,obra_nova,"RVV CONSTRUCOES E EMPREENDIMENTOS LTDA — Maragogi, 1 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MARAGOGI,Zona de Entrada,1.0,Outra,2026-06-30,2026-07-29,87,3.0,120,900298024478,CNO / Receita Federal
0.82,12200325,12200325000105,(sem nome no CNO) CNPJ 12200325000105,False,,,,obra_nova,"CONSTRUÇÃO DE 25 (VINTE E CINCO) UNIDADES HABITACIONAIS DE INTERESSE SOCIAL — Coqueiro Seco, 0 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,COQUEIRO SECO,BRASILIA,0.01,Outra,2026-06-30,2026-08-11,87,3.0,120,900299758772,CNO / Receita Federal
0.82,23202729,23202729000146,MCZ CONSTRUCOES E INCORPORACOES LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUÇÃO DE 25 (VINTE E CINCO) UNIDADES HABITACIONAIS DE INTERESSE SOCIAL — Coqueiro Seco, 0 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,COQUEIRO SECO,BRASILIA,0.01,Outra,2026-06-30,2026-08-11,87,3.0,120,900299758772,CNO / Receita Federal
0.82,04895340,04895340000189,RVV CONSTRUCOES E EMPREENDIMENTOS LTDA,False,,,,obra_nova,"RVV CONSTRUCOES E EMPREENDIMENTOS LTDA — Maragogi, 1 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARAGOGI,Zona de Entrada,1.0,Outra,2026-06-30,2026-07-29,87,3.0,120,900298024478,CNO / Receita Federal
0.8,12200333,12200333000143,(sem nome no CNO) CNPJ 12200333000143,False,,,,obra_nova,"CONSTRUC&#807;A&#771;O DE UMA UNIDADE BÁSICA DE SAÚDE  UBS TIPO I — Satuba, 390 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,SATUBA,CENTRO,389.78,m2,2026-06-29,2026-09-22,88,3.0,120,900306499671,CNO / Receita Federal
0.8,01782359,01782359000120,MODULO ENGENHARIA E CONSULTORIA LTDA,False,,,,obra_nova,"MODULO ENGENHARIA E CONSULTORIA LTDA — São José Da Laje, 50 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO JOSÉ DA LAJE,CENTRO,50.0,m2,2026-06-29,2026-07-17,88,3.0,120,900296256577,CNO / Receita Federal
0.8,12198693,12198693000158,(sem nome no CNO) CNPJ 12198693000158,False,,,,obra_nova,"CRECHE CONJ FREI DAMIAO — Arapiraca, 850 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,ARAPIRACA,CANAFISTULA,849.75,m2,2026-06-29,2026-07-13,88,3.0,120,900295456075,CNO / Receita Federal
0.8,60701190,60701190274301,(sem nome no CNO) CNPJ 60701190274301,False,,,,obra_nova,"MODULO ENGENHARIA E CONSULTORIA LTDA — São José Da Laje, 50 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,SÃO JOSÉ DA LAJE,CENTRO,50.0,m2,2026-06-29,2026-07-17,88,3.0,120,900296256577,CNO / Receita Federal
0.8,07595156,07595156000101,SCI CONSTRUTORA E INCORPORADORA LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"SCI CONSTRUTORA E INCORPORADORA LTDA — Arapiraca, 508 m2 (incorporador de construção civil, responsável)",responsável,0064,Incorporador de construção civil,ARAPIRACA,ZELIA BARBOSA ROCHA,508.33,m2,2026-06-29,2026-07-15,88,3.0,120,900295946475,CNO / Receita Federal
0.8,57274310,57274310000111,G SILVA CONSTRUCOES E LOCACOES LTDA,False,,,,obra_nova,"CONSTRUC&#807;A&#771;O DE UMA UNIDADE BÁSICA DE SAÚDE  UBS TIPO I — Satuba, 390 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SATUBA,CENTRO,389.78,m2,2026-06-29,2026-09-22,88,3.0,120,900306499671,CNO / Receita Federal
0.8,60142273,60142273000100,CONSORCIO CEIS ARAPIRACA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CONJ FREI DAMIAO — Arapiraca, 850 m2 (consórcio, responsável)",responsável,0109,Consórcio,ARAPIRACA,CANAFISTULA,849.75,m2,2026-06-29,2026-07-13,88,3.0,120,900295456075,CNO / Receita Federal
0.75,12200168,12200168000120,(sem nome no CNO) CNPJ 12200168000120,False,,,,obra_nova,"EUDES JERONIMO & CIA LTDA — Rio Largo, 19.144 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,RIO LARGO,ANTONIO LINS,19143.96,m2,2026-06-15,2026-08-24,102,5.0,120,900301812274,CNO / Receita Federal
0.75,31035574,31035574000129,EUDES JERONIMO & CIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"EUDES JERONIMO & CIA LTDA — Rio Largo, 19.144 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,RIO LARGO,ANTONIO LINS,19143.96,m2,2026-06-15,2026-08-24,102,5.0,120,900301812274,CNO / Receita Federal
0.73,21084632,21084632000150,PLANES ENGENHARIA E CONSTRUCAO LTDA,False,,,,obra_nova,"TÚNEL CARIÓ SALINAS — Maragogi, 0 km (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARAGOGI,Zona RuraL,0.5,km,2026-06-26,2026-07-03,91,3.0,120,900294191572,CNO / Receita Federal
0.73,12250908,12250908000132,(sem nome no CNO) CNPJ 12250908000132,False,,,,obra_nova,"Manutenção da Escola Santo Antônio — Dois Riachos, 98 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,DOIS RIACHOS,ZONA RURAL,97.6,m2,2026-06-26,2026-08-24,91,3.0,120,900301792672,CNO / Receita Federal
0.73,51393615,51393615000166,LN CONSTRUCOES E SERVICOS LTDA,True,Sem relacionamento,PEQUENO PORTE,Outras obras de engenharia civil nao especificadas anteriormente,obra_nova,"Manutenção da Escola Santo Antônio — Dois Riachos, 98 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,DOIS RIACHOS,ZONA RURAL,97.6,m2,2026-06-26,2026-08-24,91,3.0,120,900301792672,CNO / Receita Federal
0.73,09276932,09276932000136,(sem nome no CNO) CNPJ 09276932000136,False,,,,obra_nova,"TÚNEL CARIÓ SALINAS — Maragogi, 0 km (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MARAGOGI,Zona RuraL,0.5,km,2026-06-26,2026-07-03,91,3.0,120,900294191572,CNO / Receita Federal
0.7,12200275,12200275000158,(sem nome no CNO) CNPJ 12200275000158,False,,,,obra_nova,"PAVIMENTAÇÃO DA RUA DAS SAGAS DO FRANCÊS — Marechal Deodoro, 208 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MARECHAL DEODORO,FRANCÊS,207.69,Outra,2026-06-25,2026-07-22,92,3.0,120,900297016378,CNO / Receita Federal
0.7,41160680,41160680000198,F . P . CONSTRUTORA LTDA,True,SESI + SENAI,DEMAIS,Obras de terraplenagem,obra_nova,"ACESSO A ORLA  DO LAGO DA PERUCABA — Arapiraca, 2 km (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ARAPIRACA,ZELIA BARBOSA ROCHA,1.89,km,2026-06-25,2026-08-28,92,3.0,120,900302743976,CNO / Receita Federal
0.7,09411692,09411692000135,ENGEMATLOC - TERRAPLENAGEM E LOCACOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"PAVIMENTAÇÃO DA RUA DAS SAGAS DO FRANCÊS — Marechal Deodoro, 208 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARECHAL DEODORO,FRANCÊS,207.69,Outra,2026-06-25,2026-07-22,92,3.0,120,900297016378,CNO / Receita Federal
0.7,12198693,12198693000158,(sem nome no CNO) CNPJ 12198693000158,False,,,,obra_nova,"ACESSO A ORLA  DO LAGO DA PERUCABA — Arapiraca, 2 km (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ARAPIRACA,ZELIA BARBOSA ROCHA,1.89,km,2026-06-25,2026-08-28,92,3.0,120,900302743976,CNO / Receita Federal
0.67,40309936,40309936000113,SCOPO CONSTRUCOES LTDA,True,Sem relacionamento,PEQUENO PORTE,Administracao de obras,obra_nova,"SCOPO CONSTRUCOES LTDA — União Dos Palmares, 3.400 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,UNIÃO DOS PALMARES,CENTRO,3400.0,m2,2026-06-17,2026-08-06,100,4.0,120,900299251372,CNO / Receita Federal
0.67,12332946,12332946000134,(sem nome no CNO) CNPJ 12332946000134,False,,,,obra_nova,"SCOPO CONSTRUCOES LTDA — União Dos Palmares, 3.400 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,UNIÃO DOS PALMARES,CENTRO,3400.0,m2,2026-06-17,2026-08-06,100,4.0,120,900299251372,CNO / Receita Federal
0.65,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - ESTRELA DE ALAGOAS III CT - 011/2025 — Estrela De Alagoas, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,ESTRELA DE ALAGOAS,CENTRO,840.0,m2,2026-06-23,2026-07-30,94,3.0,120,900298169270,CNO / Receita Federal
0.65,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - CACIMBINHAS CT - 011/2025 — Cacimbinhas, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,CACIMBINHAS,CENTRO,840.0,m2,2026-06-23,2026-07-21,94,3.0,120,900296798271,CNO / Receita Federal
0.65,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - ESTRELA DE ALAGOAS III CT - 011/2025 — Estrela De Alagoas, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,ESTRELA DE ALAGOAS,CENTRO,840.0,m2,2026-06-23,2026-07-30,94,3.0,120,900298169270,CNO / Receita Federal
0.65,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - CACIMBINHAS CT - 011/2025 — Cacimbinhas, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,CACIMBINHAS,CENTRO,840.0,m2,2026-06-23,2026-07-21,94,3.0,120,900296798271,CNO / Receita Federal
0.63,17776490,17776490000115,MM LOTUS EMPREENDIMENTOS IMOBILIARIOS S.A.,False,,,,obra_nova,"MM LOTUS EMPREENDIMENTOS IMOBILIARIOS S.A. — Palmeira Dos Índios, 50 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,PALMEIRA DOS ÍNDIOS,GRACILIANO RAMOS,49.55,m2,2026-06-22,2026-08-20,95,3.0,120,900301315270,CNO / Receita Federal
0.63,12442737,12442737000143,(sem nome no CNO) CNPJ 12442737000143,False,,,,obra_nova,"OBRA UNIMED - Espaço Saúde Barro Duro — Maceió, 1 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,PINHEIRO,1.0,Outra,2026-06-22,2026-07-15,95,3.0,120,900295848674,CNO / Receita Federal
0.63,29744778,29744778000197,IGREJA UNIVERSAL DO REINO DE DEUS,False,,,,obra_nova,"IGREJA UNIVERSAL DO REINO DE DEUS — Arapiraca, 3.113 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,ARAPIRACA,BRASILIA,3112.53,m2,2026-06-16,2026-06-17,101,4.0,120,900291111377,CNO / Receita Federal
0.63,26761178,26761178000149,C L SANTOS & CIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUÇÃO DE 25 (VINTE E CINCO) CASAS HABITACIONAIS NO MUNICÍPIO DE PORTO REAL DO COLÉGIO/AL, — Porto Real Do Colégio, 1.346 Outra (incorporador de construção civil, responsável)",responsável,0064,Incorporador de construção civil,PORTO REAL DO COLÉGIO,CENTRO,1346.5,Outra,2026-06-16,2026-09-02,101,4.0,120,900303431971,CNO / Receita Federal
0.63,29187809,29187809000156,ENGECON ENGENHARIA E CONSTRUCAO LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"ENGECON  ENGENHARIA E CONSTRUCAO LTDA — Santana Do Ipanema, 62 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,SANTANA DO IPANEMA,SANTO ANTONIO,62.22,m2,2026-06-22,2026-07-22,95,3.0,120,900297055171,CNO / Receita Federal
0.63,10751005,10751005000100,AC2 ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"OBRA UNIMED - Espaço Saúde Barro Duro — Maceió, 1 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,PINHEIRO,1.0,Outra,2026-06-22,2026-07-15,95,3.0,120,900295848674,CNO / Receita Federal
0.6,12257762,12257762000157,(sem nome no CNO) CNPJ 12257762000157,False,,,,obra_nova,"CONSTRUTORA TERRA NORDESTE LTDA — Olivença, 1.683 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,OLIVENÇA,CENTRO,1682.65,Outra,2026-06-15,2026-07-09,102,4.0,120,900295113075,CNO / Receita Federal
0.6,05541344,05541344000121,CONSTRUTORA TERRA NORDESTE LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA TERRA NORDESTE LTDA — Olivença, 1.683 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,OLIVENÇA,CENTRO,1682.65,Outra,2026-06-15,2026-07-09,102,4.0,120,900295113075,CNO / Receita Federal
0.58,18899725,18899725000129,BUTARELLO ENGENHARIA LTDA,False,,,,obra_nova,"BUTARELLO ENGENHARIA LTDA — Mar Vermelho, 5.000 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MAR VERMELHO,CENTRO,5000.0,m2,2026-06-11,2026-07-14,106,5.0,120,900295734471,CNO / Receita Federal
