score_momento,cnpj_basico,cnpj,razao_social,na_base_mestre,STATUS_RELACIONAMENTO_REAL,Porte,CNAE PRIMARIO,tipo_sinal,descricao,papel,qualificacao,qualificacao_desc,municipio,bairro,area_total,unidade_medida,data_evento,data_publicacao,idade_dias,peso,validade_dias,cno,fonte
1.68,19585028,19585028000166,ETHICA SERVICOS DE ENGENHARIA E CONSTRUCAO LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"ETHICA SERVICOS DE ENGENHARIA E CONSTRUCAO LTDA — Maceió, 462 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,JARAGUA,461.83,m2,2026-08-03,2026-09-11,53,3.0,120,900304928874,CNO / Receita Federal
1.68,34040345,34040345000352,(sem nome no CNO) CNPJ 34040345000352,False,,,,obra_nova,"ETHICA SERVICOS DE ENGENHARIA E CONSTRUCAO LTDA — Maceió, 462 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,JARAGUA,461.83,m2,2026-08-03,2026-09-11,53,3.0,120,900304928874,CNO / Receita Federal
1.68,02450308,02450308000164,ARECIPPO & MADEIRO CONSTRUCOES LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"SANTE B-01 — Marechal Deodoro, 365 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARECHAL DEODORO,POVOADO ILHA DE SANTA RITA,365.42,m2,2026-08-03,2026-08-18,53,3.0,120,900300861072,CNO / Receita Federal
1.68,38343544,38343544000129,QUANTUN ENGENHARIA E MANUTENCAO LTDA,False,,,,obra_nova,"QUANTUN ENGENHARIA E MANUTENCAO LTDA — Maceió, 15 Outra (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,SERRARIA,15.0,Outra,2026-08-03,2026-08-03,53,3.0,120,900298681871,CNO / Receita Federal
1.63,36651463,36651463000160,JF2 CONSTRUCOES LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"JF2 CONSTRUCOES LTDA — Marechal Deodoro, 243 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MARECHAL DEODORO,ILHA DE SANTA RITA,242.87,m2,2026-08-01,2026-08-14,55,3.0,120,900300548373,CNO / Receita Federal
1.63,24176307,24176307000106,(sem nome no CNO) CNPJ 24176307000106,False,,,,obra_nova,"20 UH ESTRELA DE ALAGOAS — Estrela De Alagoas, 950 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ESTRELA DE ALAGOAS,ZONA URBANA,950.0,m2,2026-08-01,2026-08-19,55,3.0,120,900301148774,CNO / Receita Federal
1.63,17055821,17055821000128,WIRK EMPREENDIMENTOS IMOBILIARIOS LTDA,False,,,,obra_nova,"WIRK EMPREENDIMENTOS IMOBILIARIOS LTDA — Maceió, 391 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,GARCA TORTA,390.91,m2,2026-08-01,2026-08-05,55,3.0,120,900299027374,CNO / Receita Federal
1.63,12207429,12207429000133,(sem nome no CNO) CNPJ 12207429000133,False,,,,obra_nova,"20 UH PORTO REAL — Porto Real Do Colégio, 950 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,PORTO REAL DO COLÉGIO,CENTRO,950.0,m2,2026-08-01,2026-08-31,55,3.0,120,900302909479,CNO / Receita Federal
1.63,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"20 UH ESTRELA DE ALAGOAS — Estrela De Alagoas, 950 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ESTRELA DE ALAGOAS,ZONA URBANA,950.0,m2,2026-08-01,2026-08-19,55,3.0,120,900301148774,CNO / Receita Federal
1.63,15130631,15130631000100,LUCENA ENGENHARIA LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"LUCENA ENGENHARIA LTDA — Belo Monte, 2.402 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,BELO MONTE,centro,2402.24,m2,2026-07-16,2026-07-23,71,4.0,120,900297175678,CNO / Receita Federal
1.63,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"20 UH PORTO REAL — Porto Real Do Colégio, 950 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,PORTO REAL DO COLÉGIO,CENTRO,950.0,m2,2026-08-01,2026-08-31,55,3.0,120,900302909479,CNO / Receita Federal
1.63,24176307,24176307000106,(sem nome no CNO) CNPJ 24176307000106,False,,,,obra_nova,"CAPS ESTRELA DE ALAGOAS — Estrela De Alagoas, 565 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ESTRELA DE ALAGOAS,ALTO DA BOA VISTA,564.56,m2,2026-08-01,2026-08-12,55,3.0,120,900300139473,CNO / Receita Federal
1.63,12250163,12250163000101,(sem nome no CNO) CNPJ 12250163000101,False,,,,obra_nova,"LUCENA ENGENHARIA LTDA — Belo Monte, 2.402 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,BELO MONTE,centro,2402.24,m2,2026-07-16,2026-07-23,71,4.0,120,900297175678,CNO / Receita Federal
1.63,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CAPS ESTRELA DE ALAGOAS — Estrela De Alagoas, 565 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ESTRELA DE ALAGOAS,ALTO DA BOA VISTA,564.56,m2,2026-08-01,2026-08-12,55,3.0,120,900300139473,CNO / Receita Federal
1.63,16657707,16657707000105,CONSTRUTORA LINS LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA LINS LTDA — Maceió, 600 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,GARCA TORTA,600.0,m2,2026-08-01,2026-09-15,55,3.0,120,900305407178,CNO / Receita Federal
1.6,10751005,10751005000100,AC2 ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"OBRA UNIMED - AGP, SEPES e SSMA — Maceió, 117 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,PINHEIRO,117.34,m2,2026-07-31,2026-08-07,56,3.0,120,900299457974,CNO / Receita Federal
1.6,12442737,12442737000143,(sem nome no CNO) CNPJ 12442737000143,False,,,,obra_nova,"OBRA UNIMED - AGP, SEPES e SSMA — Maceió, 117 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,PINHEIRO,117.34,m2,2026-07-31,2026-08-07,56,3.0,120,900299457974,CNO / Receita Federal
1.6,13234724,13234724000141,MOREIRA MOUTINHO ENGENHARIA LTDA,False,,,,obra_nova,"SERVIÇOS DE ENGENHARIA PARA RELOCALIZAÇÃO MARAGOGI AL — Maragogi, 548 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARAGOGI,CENTRO,547.57,m2,2026-07-31,2026-08-05,56,3.0,120,900299048173,CNO / Receita Federal
1.6,00000000,00000000449890,(sem nome no CNO) CNPJ 00000000449890,False,,,,obra_nova,"SERVIÇOS DE ENGENHARIA PARA RELOCALIZAÇÃO MARAGOGI AL — Maragogi, 548 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MARAGOGI,CENTRO,547.57,m2,2026-07-31,2026-08-05,56,3.0,120,900299048173,CNO / Receita Federal
1.58,49164842,49164842000178,RPO CONSTRUCOES LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"RPO CONSTRUCOES LTDA — São Miguel Dos Campos, 158 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO MIGUEL DOS CAMPOS,Hélio Jatobá,158.2,m2,2026-07-30,2026-08-26,57,3.0,120,900302200170,CNO / Receita Federal
1.58,42831657,42831657000140,WL ENGENHARIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"WL ENGENHARIA LTDA — Canapi, 37 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,CANAPI,CENTRO,36.6,m2,2026-07-30,2026-08-03,57,3.0,120,900298674776,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-07-28,2026-07-29,59,3.0,120,900298011076,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 90 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,89.85,m2,2026-07-28,2026-07-29,59,3.0,120,900298007779,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-07-28,2026-07-29,59,3.0,120,900298010079,CNO / Receita Federal
1.52,65780034,65780034000191,RSV ENGENHARIA & LOCACOES LTDA,False,,,,obra_nova,"LEONARDO DA SILVA FEITOSA — Delmiro Gouveia, 285 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,DELMIRO GOUVEIA,ROSA DE SHARON,285.0,m2,2026-07-28,2026-08-18,59,3.0,120,900301061775,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-07-28,2026-07-29,59,3.0,120,900298006076,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 77 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,77.17,m2,2026-07-28,2026-07-29,59,3.0,120,900298018277,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-07-28,2026-07-29,59,3.0,120,900298014076,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 79 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,79.35,m2,2026-07-28,2026-07-29,59,3.0,120,900298004277,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 79 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,78.83,m2,2026-07-28,2026-07-29,59,3.0,120,900298016478,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 78 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,77.65,m2,2026-07-28,2026-07-29,59,3.0,120,900298008970,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 79 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,78.85,m2,2026-07-28,2026-07-29,59,3.0,120,900298019571,CNO / Receita Federal
1.52,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-07-28,2026-07-29,59,3.0,120,900298012277,CNO / Receita Federal
1.5,35378132,35378132000136,PRECOL ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"PRECOL ENGENHARIA LTDA BRASKEM — Maceió, 1 Outra (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,"PINHEIRO, BEBEDOURO, MUTANGE, FAROL, BOM PARTO",1.0,Outra,2026-07-27,2026-07-27,60,3.0,120,900297631570,CNO / Receita Federal
1.46,00399857,00399857000126,(sem nome no CNO) CNPJ 00399857000126,False,,,,obra_nova,"CVM -  SÃO JOSE DA TAPERA-AL, PIRANHAS-AL, IGACI-AL(CT-5.0035.00/2025) — São José Da Tapera, 39.960 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,SÃO JOSÉ DA TAPERA,DIVERSOS,39960.0,Outra,2026-07-02,2026-07-14,85,5.0,120,900295586371,CNO / Receita Federal
1.46,08534529,08534529000105,CVM CONSTRUTORA LTDA,False,,,,obra_nova,"CVM -  SÃO JOSE DA TAPERA-AL, PIRANHAS-AL, IGACI-AL(CT-5.0035.00/2025) — São José Da Tapera, 39.960 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO JOSÉ DA TAPERA,DIVERSOS,39960.0,Outra,2026-07-02,2026-07-14,85,5.0,120,900295586371,CNO / Receita Federal
1.46,68077576,68077576000190,CONSORCIO DELMIRO NOVATEC INOVE,False,,,,obra_nova,"AL - CONS NOV INOVE 004/26 SANEAMENTO PAV SÃO SEBASTIÃO DELMIRO GOUVEIA — Delmiro Gouveia, 20.829 Outra (consórcio, responsável)",responsável,0109,Consórcio,DELMIRO GOUVEIA,DISTRITO DE SÃO SEBASTIÃO,20828.87,Outra,2026-07-02,2026-07-27,85,5.0,120,900297576578,CNO / Receita Federal
1.46,12224895,12224895000127,(sem nome no CNO) CNPJ 12224895000127,False,,,,obra_nova,"AL - CONS NOV INOVE 004/26 SANEAMENTO PAV SÃO SEBASTIÃO DELMIRO GOUVEIA — Delmiro Gouveia, 20.829 Outra (consórcio, vínculo)",vínculo,0109,Consórcio,DELMIRO GOUVEIA,DISTRITO DE SÃO SEBASTIÃO,20828.87,Outra,2026-07-02,2026-07-27,85,5.0,120,900297576578,CNO / Receita Federal
1.42,17872922,17872922000191,M D M DOS SANTOS ENGENHARIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"M D M DOS SANTOS ENGENHARIA LTDA — Penedo, 6.216 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,PENEDO,CENTRO,6215.95,Outra,2026-07-01,2026-07-21,86,5.0,120,900296842672,CNO / Receita Federal
1.42,53027507,53027507000103,HOTEL CAMBUCI SONHO VERDE LTDA,False,,,,obra_nova,"HOTEL CAMBUCI SONHO VERDE LTDA — Paripueira, 5.432 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,PARIPUEIRA,SONHO VERDE,5432.21,m2,2026-07-01,2026-07-16,86,5.0,120,900296156271,CNO / Receita Federal
1.42,12243697,12243697000100,(sem nome no CNO) CNPJ 12243697000100,False,,,,obra_nova,"M D M DOS SANTOS ENGENHARIA LTDA — Penedo, 6.216 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,PENEDO,CENTRO,6215.95,Outra,2026-07-01,2026-07-21,86,5.0,120,900296842672,CNO / Receita Federal
1.42,09813710,09813710000105,METROS QUADRADOS CONSTRUCOES E EDIFICACOES LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"METROS QUADRADOS CONSTRUCOES E EDIFICACOES LTDA — Paripueira, 378 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,PARIPUEIRA,CENTRO,378.5,m2,2026-07-24,2026-09-21,63,3.0,120,900306224676,CNO / Receita Federal
1.4,54027801,54027801000170,(sem nome no CNO) CNPJ 54027801000170,False,,,,obra_nova,"DEMOLIÇÃO TNG EMPREENDIMENTOS — Maceió, 499 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,MANGABEIRAS,499.49,m2,2026-07-23,2026-07-24,64,3.0,120,900297318675,CNO / Receita Federal
1.4,08620924,08620924000100,ALMEIDA CONSTRUCOES E INCORPORACOES E T LIMITADA,True,Sem relacionamento,DEMAIS,Obras de terraplenagem,obra_nova,"DEMOLIÇÃO TNG EMPREENDIMENTOS — Maceió, 499 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,MANGABEIRAS,499.49,m2,2026-07-23,2026-07-24,64,3.0,120,900297318675,CNO / Receita Federal
1.38,15811119,15811119000111,(sem nome no CNO) CNPJ 15811119000111,False,,,,obra_nova,"VENTURA TELECOMUNICACOES LTDA - 82060015 | ALFAR67 — Maceió, 29 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,CRUZ DAS ALMAS,29.47,m2,2026-07-22,2026-08-20,65,3.0,120,900301302072,CNO / Receita Federal
1.38,25085079,25085079000121,FERREIRA SANTOS ENGENHARIA LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"LOTEAMENTO NOVO FRANCÊS - LOTE 13 — Marechal Deodoro, 201 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MARECHAL DEODORO,POVOADO FRANCÊS,201.04,m2,2026-07-22,2026-08-11,65,3.0,120,900299965579,CNO / Receita Federal
1.38,15447648,15447648000188,VENTURA TELECOMUNICACOES LTDA,False,,,,obra_nova,"VENTURA TELECOMUNICACOES LTDA - 82060015 | ALFAR67 — Maceió, 29 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,CRUZ DAS ALMAS,29.47,m2,2026-07-22,2026-08-20,65,3.0,120,900301302072,CNO / Receita Federal
1.35,66726644,66726644000170,VIVERE LTDA,False,,,,obra_nova,"VIVERE LTDA — Arapiraca, 598 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,ARAPIRACA,ALTO DO CRUZEIRO,597.58,m2,2026-07-21,2026-07-21,66,3.0,120,900296811071,CNO / Receita Federal
1.35,10825373,10825373000155,(sem nome no CNO) CNPJ 10825373000155,False,,,,obra_nova,"PRECISAO PROJETOS E CONSTRUCOES LTDA — Palmeira Dos Índios, 779 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,PALMEIRA DOS ÍNDIOS,PALMEIRA DE FORA,779.38,m2,2026-07-21,2026-07-21,66,3.0,120,900296746772,CNO / Receita Federal
1.35,05742344,05742344000190,PRECISAO PROJETOS E CONSTRUCOES LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"PRECISAO PROJETOS E CONSTRUCOES LTDA — Palmeira Dos Índios, 779 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,PALMEIRA DOS ÍNDIOS,PALMEIRA DE FORA,779.38,m2,2026-07-21,2026-07-21,66,3.0,120,900296746772,CNO / Receita Federal
1.32,22217896,22217896000106,(sem nome no CNO) CNPJ 22217896000106,False,,,,obra_nova,"AMORIM BARRETO ENGENHARIA LTDA — Arapiraca, 6 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ARAPIRACA,ZONA RURAL,6.18,Outra,2026-07-20,2026-07-23,67,3.0,120,900297130077,CNO / Receita Federal
1.32,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - MATRIZ DE CAMARAGIBE CT - 013/2025 — Matriz De Camaragibe, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,MATRIZ DE CAMARAGIBE,CENTRO,840.0,m2,2026-07-20,2026-07-30,67,3.0,120,900298184079,CNO / Receita Federal
1.32,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - MATRIZ DE CAMARAGIBE CT - 013/2025 — Matriz De Camaragibe, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,MATRIZ DE CAMARAGIBE,CENTRO,840.0,m2,2026-07-20,2026-07-30,67,3.0,120,900298184079,CNO / Receita Federal
1.32,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - JOAQUIM GOMES CT 12/2025 — Joaquim Gomes, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,JOAQUIM GOMES,ZONA RURAL,840.0,m2,2026-07-20,2026-07-30,67,3.0,120,900298196075,CNO / Receita Federal
1.32,06034228,06034228000189,PLATAFORMA ENGENHARIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA - CAPELA — Capela, 0 m2 (sociedade líder de consórcio, responsável)",responsável,0111,Sociedade líder de consórcio,CAPELA,POVOADO JOAO DE DEUS,0.02,m2,2026-07-20,2026-08-05,67,3.0,120,900299110874,CNO / Receita Federal
1.32,05541344,05541344000121,CONSTRUTORA TERRA NORDESTE LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA TERRA NORDESTE LTDA — Colônia Leopoldina, 400 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,COLÔNIA LEOPOLDINA,CENTRO,400.0,Outra,2026-07-20,2026-08-05,67,3.0,120,900298986472,CNO / Receita Federal
1.32,12332987,12332987000120,(sem nome no CNO) CNPJ 12332987000120,False,,,,obra_nova,"CONSTRUTORA TERRA NORDESTE LTDA — Colônia Leopoldina, 400 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,COLÔNIA LEOPOLDINA,CENTRO,400.0,Outra,2026-07-20,2026-08-05,67,3.0,120,900298986472,CNO / Receita Federal
1.32,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - JOAQUIM GOMES CT 12/2025 — Joaquim Gomes, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,JOAQUIM GOMES,ZONA RURAL,840.0,m2,2026-07-20,2026-07-30,67,3.0,120,900298196075,CNO / Receita Federal
1.32,03318115,03318115000117,AMORIM BARRETO ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de rodovias e ferrovias,obra_nova,"AMORIM BARRETO ENGENHARIA LTDA — Arapiraca, 6 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ARAPIRACA,ZONA RURAL,6.18,Outra,2026-07-20,2026-07-23,67,3.0,120,900297130077,CNO / Receita Federal
1.32,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHE CRIA - CAPELA — Capela, 0 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,CAPELA,POVOADO JOAO DE DEUS,0.02,m2,2026-07-20,2026-08-05,67,3.0,120,900299110874,CNO / Receita Federal
1.32,57206917,57206917000164,CONSORCIO PDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA - CAPELA — Capela, 0 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,CAPELA,POVOADO JOAO DE DEUS,0.02,m2,2026-07-20,2026-08-05,67,3.0,120,900299110874,CNO / Receita Federal
